,Temporada alta,Diferencia en minutos,Atraso menor,Periodo día
19650,False,1.0,True,Mañana
19651,False,3.0,True,Mañana
19652,False,1.0,True,Mañana
19653,False,-3.0,False,Mañana
19654,False,4.0,True,Mañana
19655,False,2.0,True,Mañana
19656,False,9.0,True,Mañana
19657,False,9.0,True,Mañana
19658,False,0.0,False,Mañana
19659,False,0.0,False,Mañana
19660,False,0.0,False,Mañana
19661,False,5.0,True,Mañana
19662,False,10.0,True,Mañana
19663,False,7.0,True,Mañana
19664,False,5.0,True,Mañana
19665,False,1.0,True,Mañana
19666,False,-1.0,False,Mañana
19667,False,9.0,True,Mañana
19668,False,1.0,True,Mañana
19669,False,43.0,False,Mañana
19670,False,5.0,True,Mañana
19671,False,-2.0,False,Mañana
19672,False,-2.0,False,Mañana
19673,False,10.0,True,Mañana
19674,False,6.0,True,Mañana
19675,False,10.0,True,Mañana
19676,False,-1.0,False,Mañana
19677,False,14.0,True,Mañana
19678,False,10.0,True,Mañana
19679,False,2.0,True,Mañana
19680,False,4.0,True,Mañana
19681,False,1.0,True,Mañana
19682,False,9.0,True,Mañana
19683,False,5.0,True,Mañana
19684,False,-4.0,False,Mañana
19685,False,2.0,True,Mañana
19686,False,5.0,True,Mañana
19687,False,2.0,True,Mañana
19688,False,1.0,True,Mañana
19689,False,-4.0,False,Tarde
19690,False,1.0,True,Mañana
19691,False,-2.0,False,Mañana
19692,False,-3.0,False,Mañana
19693,False,10.0,True,Mañana
19694,False,5.0,True,Mañana
19695,False,6.0,True,Mañana
19696,False,1.0,True,Mañana
19697,False,3.0,True,Mañana
19698,False,0.0,False,Mañana
19699,False,-2.0,False,Mañana
19700,False,-3.0,False,Mañana
19701,False,1.0,True,Mañana
19702,False,-2.0,False,Mañana
19703,False,3.0,True,Mañana
19704,False,3.0,True,Mañana
19705,False,0.0,False,Mañana
19706,False,10.0,True,Mañana
19707,False,4.0,True,Mañana
19708,False,5.0,True,Mañana
19709,False,-1.0,False,Tarde
19710,False,53.0,False,Tarde
19711,False,1.0,True,Tarde
19712,False,6.0,True,Tarde
19713,False,2.0,True,Noche
19714,False,135.0,False,Tarde
19715,False,2.0,True,Tarde
19716,False,6.0,True,Tarde
19717,False,16.0,False,Tarde
19718,False,2.0,True,Noche
19719,False,1.0,True,Tarde
19720,False,15.0,False,Tarde
19721,False,-1.0,False,Tarde
19722,False,4.0,True,Tarde
19723,False,7.0,True,Noche
19724,False,-2.0,False,Tarde
19725,False,0.0,False,Tarde
19726,False,2.0,True,Tarde
19727,False,1.0,True,Tarde
19728,False,3.0,True,Noche
19729,False,-1.0,False,Tarde
19730,False,4.0,True,Tarde
19731,False,10.0,True,Noche
19732,False,0.0,False,Noche
19733,False,0.0,False,Noche
19734,False,2.0,True,Noche
19735,False,0.0,False,Tarde
19736,False,6.0,True,Tarde
19737,False,-1.0,False,Tarde
19738,False,8.0,True,Tarde
19739,False,1.0,True,Tarde
19740,False,0.0,False,Tarde
19741,False,10.0,True,Tarde
19742,False,0.0,False,Tarde
19743,False,-1.0,False,Tarde
19744,False,20.0,False,Tarde
19745,False,3.0,True,Tarde
19746,False,14.0,True,Tarde
19747,False,-1.0,False,Tarde
19748,False,-2.0,False,Tarde
19749,False,4.0,True,Tarde
19750,False,8.0,True,Tarde
19751,False,7.0,True,Tarde
19752,False,-1.0,False,Tarde
19753,False,2.0,True,Tarde
19754,False,3.0,True,Tarde
19755,False,4.0,True,Tarde
19756,False,-1.0,False,Tarde
19757,False,8.0,True,Tarde
19758,False,24.0,False,Tarde
19759,False,8.0,True,Tarde
19760,False,-2.0,False,Tarde
19761,False,-3.0,False,Tarde
19762,False,11.0,True,Noche
19763,False,4.0,True,Noche
19764,False,-1.0,False,Noche
19765,False,16.0,False,Noche
19766,False,10.0,True,Noche
19767,False,0.0,False,Noche
19768,False,62.0,False,Noche
19769,False,8.0,True,Noche
19770,False,1.0,True,Noche
19771,False,2.0,True,Noche
19772,False,-4.0,False,Noche
19773,False,12.0,True,Noche
19774,False,2.0,True,Noche
19775,False,-6.0,False,Noche
19776,False,-3.0,False,Noche
19777,False,7.0,True,Noche
19778,False,17.0,False,Noche
19779,False,-2.0,False,Noche
19780,False,-1.0,False,Noche
19781,False,0.0,False,Noche
19782,False,24.0,False,Noche
19783,False,1.0,True,Mañana
19784,False,-1.0,False,Mañana
19785,False,0.0,False,Mañana
19786,False,-4.0,False,Mañana
19787,False,5.0,True,Mañana
19788,False,0.0,False,Mañana
19789,False,8.0,True,Mañana
19790,False,5.0,True,Mañana
19791,False,-3.0,False,Mañana
19792,False,9.0,True,Tarde
19793,False,-5.0,False,Noche
19794,False,7.0,True,Mañana
19795,False,0.0,False,Noche
19796,False,9.0,True,Tarde
19797,False,16.0,False,Noche
19798,False,15.0,False,Mañana
19799,False,55.0,False,Mañana
19800,False,-1.0,False,Tarde
19801,False,-4.0,False,Noche
19802,False,-1.0,False,Mañana
19803,False,1.0,True,Mañana
19804,False,2.0,True,Tarde
19805,False,14.0,True,Noche
19806,False,3.0,True,Mañana
19807,False,11.0,True,Mañana
19808,False,3.0,True,Tarde
19809,False,2.0,True,Noche
19810,False,17.0,False,Noche
19811,False,0.0,False,Tarde
19812,False,0.0,False,Noche
19813,False,12.0,True,Noche
19814,False,-1.0,False,Noche
19815,False,3.0,True,Noche
19816,False,3.0,True,Noche
19817,False,14.0,True,Noche
19818,False,-5.0,False,Noche
19819,False,2.0,True,Mañana
19820,False,6.0,True,Noche
19821,False,5.0,True,Noche
19822,False,-4.0,False,Noche
19823,False,0.0,False,Mañana
19824,False,2.0,True,Noche
19825,False,2.0,True,Noche
19826,False,35.0,False,Noche
19827,False,6.0,True,Noche
19828,False,0.0,False,Noche
19829,False,-4.0,False,Mañana
19830,False,4.0,True,Mañana
19831,False,-2.0,False,Mañana
19832,False,24.0,False,Mañana
19833,False,-1.0,False,Mañana
19834,False,4.0,True,Mañana
19835,False,-1.0,False,Mañana
19836,False,1.0,True,Mañana
19837,False,0.0,False,Mañana
19838,False,18.0,False,Mañana
19839,False,6.0,True,Mañana
19840,False,-2.0,False,Mañana
19841,False,-5.0,False,Mañana
19842,False,-2.0,False,Mañana
19843,False,0.0,False,Mañana
19844,False,-3.0,False,Mañana
19845,False,2.0,True,Mañana
19846,False,13.0,True,Mañana
19847,False,4.0,True,Mañana
19848,False,-1.0,False,Mañana
19849,False,2.0,True,Mañana
19850,False,-2.0,False,Mañana
19851,False,6.0,True,Mañana
19852,False,1.0,True,Mañana
19853,False,2.0,True,Mañana
19854,False,6.0,True,Mañana
19855,False,0.0,False,Mañana
19856,False,2.0,True,Mañana
19857,False,1.0,True,Mañana
19858,False,21.0,False,Mañana
19859,False,23.0,False,Mañana
19860,False,5.0,True,Mañana
19861,False,-2.0,False,Mañana
19862,False,5.0,True,Mañana
19863,False,8.0,True,Mañana
19864,False,5.0,True,Mañana
19865,False,9.0,True,Mañana
19866,False,5.0,True,Mañana
19867,False,-1.0,False,Mañana
19868,False,-1.0,False,Mañana
19869,False,24.0,False,Mañana
19870,False,1.0,True,Mañana
19871,False,-3.0,False,Mañana
19872,False,-3.0,False,Mañana
19873,False,1.0,True,Mañana
19874,False,16.0,False,Mañana
19875,False,0.0,False,Mañana
19876,False,-4.0,False,Mañana
19877,False,21.0,False,Mañana
19878,False,-1.0,False,Mañana
19879,False,-1.0,False,Mañana
19880,False,-1.0,False,Mañana
19881,False,5.0,True,Mañana
19882,False,8.0,True,Mañana
19883,False,-2.0,False,Mañana
19884,False,1.0,True,Mañana
19885,False,-3.0,False,Mañana
19886,False,6.0,True,Mañana
19887,False,-1.0,False,Tarde
19888,False,7.0,True,Tarde
19889,False,-7.0,False,Tarde
19890,False,-1.0,False,Tarde
19891,False,-3.0,False,Tarde
19892,False,-4.0,False,Tarde
19893,False,14.0,True,Tarde
19894,False,45.0,False,Tarde
19895,False,2.0,True,Tarde
19896,False,5.0,True,Tarde
19897,False,17.0,False,Tarde
19898,False,-1.0,False,Tarde
19899,False,4.0,True,Tarde
19900,False,1.0,True,Tarde
19901,False,-1.0,False,Tarde
19902,False,10.0,True,Tarde
19903,False,-6.0,False,Tarde
19904,False,3.0,True,Tarde
19905,False,-2.0,False,Tarde
19906,False,-4.0,False,Tarde
19907,False,-3.0,False,Tarde
19908,False,-2.0,False,Tarde
19909,False,-3.0,False,Tarde
19910,False,7.0,True,Tarde
19911,False,8.0,True,Tarde
19912,False,0.0,False,Tarde
19913,False,-4.0,False,Tarde
19914,False,0.0,False,Tarde
19915,False,3.0,True,Tarde
19916,False,5.0,True,Tarde
19917,False,8.0,True,Tarde
19918,False,-2.0,False,Tarde
19919,False,10.0,True,Tarde
19920,False,1.0,True,Tarde
19921,False,2.0,True,Tarde
19922,False,-2.0,False,Tarde
19923,False,-3.0,False,Tarde
19924,False,5.0,True,Tarde
19925,False,7.0,True,Tarde
19926,False,-2.0,False,Tarde
19927,False,-3.0,False,Tarde
19928,False,0.0,False,Tarde
19929,False,4.0,True,Tarde
19930,False,0.0,False,Tarde
19931,False,-1.0,False,Tarde
19932,False,-3.0,False,Tarde
19933,False,0.0,False,Tarde
19934,False,-6.0,False,Tarde
19935,False,2.0,True,Tarde
19936,False,-7.0,False,Tarde
19937,False,2.0,True,Tarde
19938,False,-2.0,False,Tarde
19939,False,-4.0,False,Tarde
19940,False,-2.0,False,Tarde
19941,False,-8.0,False,Tarde
19942,False,7.0,True,Tarde
19943,False,-1.0,False,Tarde
19944,False,-1.0,False,Tarde
19945,False,2.0,True,Tarde
19946,False,-3.0,False,Tarde
19947,False,-5.0,False,Tarde
19948,False,-4.0,False,Tarde
19949,False,2.0,True,Tarde
19950,False,1.0,True,Tarde
19951,False,-1.0,False,Tarde
19952,False,-1.0,False,Tarde
19953,False,-3.0,False,Tarde
19954,False,15.0,False,Tarde
19955,False,2.0,True,Tarde
19956,False,-1.0,False,Tarde
19957,False,5.0,True,Tarde
19958,False,-2.0,False,Tarde
19959,False,-2.0,False,Tarde
19960,False,0.0,False,Tarde
19961,False,-1.0,False,Tarde
19962,False,6.0,True,Tarde
19963,False,60.0,False,Tarde
19964,False,1.0,True,Tarde
19965,False,18.0,False,Tarde
19966,False,4.0,True,Tarde
19967,False,1.0,True,Tarde
19968,False,-4.0,False,Tarde
19969,False,-2.0,False,Tarde
19970,False,-1.0,False,Tarde
19971,False,-1.0,False,Tarde
19972,False,-4.0,False,Tarde
19973,False,-2.0,False,Tarde
19974,False,0.0,False,Tarde
19975,False,1.0,True,Tarde
19976,False,4.0,True,Tarde
19977,False,-3.0,False,Tarde
19978,False,-2.0,False,Tarde
19979,False,-5.0,False,Tarde
19980,False,-1.0,False,Tarde
19981,False,3.0,True,Tarde
19982,False,-1.0,False,Tarde
19983,False,1.0,True,Tarde
19984,False,-1.0,False,Tarde
19985,False,13.0,True,Tarde
19986,False,1.0,True,Tarde
19987,False,0.0,False,Tarde
19988,False,-3.0,False,Tarde
19989,False,1.0,True,Tarde
19990,False,10.0,True,Tarde
19991,False,0.0,False,Tarde
19992,False,20.0,False,Tarde
19993,False,-3.0,False,Tarde
19994,False,7.0,True,Tarde
19995,False,-3.0,False,Tarde
19996,False,-4.0,False,Tarde
19997,False,3.0,True,Tarde
19998,False,8.0,True,Tarde
19999,False,-1.0,False,Tarde
20000,False,3.0,True,Tarde
20001,False,5.0,True,Tarde
20002,False,2.0,True,Tarde
20003,False,13.0,True,Tarde
20004,False,-2.0,False,Tarde
20005,False,4.0,True,Tarde
20006,False,1.0,True,Tarde
20007,False,5.0,True,Tarde
20008,False,7.0,True,Tarde
20009,False,4.0,True,Tarde
20010,False,11.0,True,Tarde
20011,False,14.0,True,Tarde
20012,False,8.0,True,Tarde
20013,False,-1.0,False,Tarde
20014,False,15.0,False,Tarde
20015,False,0.0,False,Tarde
20016,False,8.0,True,Tarde
20017,False,2.0,True,Tarde
20018,False,-4.0,False,Tarde
20019,False,0.0,False,Tarde
20020,False,-2.0,False,Tarde
20021,False,28.0,False,Mañana
20022,False,1.0,True,Mañana
20023,False,0.0,False,Mañana
20024,False,5.0,True,Mañana
20025,False,0.0,False,Mañana
20026,False,-2.0,False,Mañana
20027,False,7.0,True,Mañana
20028,False,0.0,False,Mañana
20029,False,1.0,True,Mañana
20030,False,2.0,True,Mañana
20031,False,4.0,True,Mañana
20032,False,10.0,True,Mañana
20033,False,18.0,False,Mañana
20034,False,0.0,False,Mañana
20035,False,0.0,False,Mañana
20036,False,-3.0,False,Mañana
20037,False,2.0,True,Mañana
20038,False,0.0,False,Mañana
20039,False,0.0,False,Mañana
20040,False,12.0,True,Mañana
20041,False,6.0,True,Mañana
20042,False,1.0,True,Mañana
20043,False,12.0,True,Mañana
20044,False,-2.0,False,Mañana
20045,False,1.0,True,Mañana
20046,False,6.0,True,Mañana
20047,False,0.0,False,Mañana
20048,False,10.0,True,Mañana
20049,False,2.0,True,Mañana
20050,False,6.0,True,Mañana
20051,False,10.0,True,Mañana
20052,False,12.0,True,Tarde
20053,False,13.0,True,Mañana
20054,False,8.0,True,Mañana
20055,False,1.0,True,Tarde
20056,False,12.0,True,Mañana
20057,False,6.0,True,Mañana
20058,False,1.0,True,Tarde
20059,False,-1.0,False,Mañana
20060,False,40.0,False,Mañana
20061,False,2.0,True,Tarde
20062,False,-1.0,False,Tarde
20063,False,3.0,True,Tarde
20064,False,66.0,False,Tarde
20065,False,-2.0,False,Tarde
20066,False,3.0,True,Mañana
20067,False,11.0,True,Tarde
20068,False,-1.0,False,Tarde
20069,False,3.0,True,Tarde
20070,False,1.0,True,Tarde
20071,False,4.0,True,Tarde
20072,False,16.0,False,Mañana
20073,False,1.0,True,Tarde
20074,False,5.0,True,Tarde
20075,False,17.0,False,Tarde
20076,False,-1.0,False,Tarde
20077,False,10.0,True,Tarde
20078,False,1.0,True,Mañana
20079,False,22.0,False,Tarde
20080,False,4.0,True,Tarde
20081,False,4.0,True,Tarde
20082,False,2.0,True,Tarde
20083,False,19.0,False,Tarde
20084,False,0.0,False,Tarde
20085,False,5.0,True,Tarde
20086,False,4.0,True,Tarde
20087,False,-1.0,False,Tarde
20088,False,35.0,False,Tarde
20089,False,5.0,True,Tarde
20090,False,-4.0,False,Tarde
20091,False,4.0,True,Tarde
20092,False,-2.0,False,Tarde
20093,False,36.0,False,Tarde
20094,False,-2.0,False,Tarde
20095,False,1.0,True,Tarde
20096,False,0.0,False,Tarde
20097,False,16.0,False,Tarde
20098,False,32.0,False,Tarde
20099,False,0.0,False,Tarde
20100,False,8.0,True,Tarde
20101,False,0.0,False,Tarde
20102,False,-6.0,False,Tarde
20103,False,-1.0,False,Tarde
20104,False,-1.0,False,Tarde
20105,False,0.0,False,Tarde
20106,False,-1.0,False,Tarde
20107,False,7.0,True,Tarde
20108,False,9.0,True,Tarde
20109,False,-1.0,False,Tarde
20110,False,9.0,True,Tarde
20111,False,6.0,True,Tarde
20112,False,5.0,True,Tarde
20113,False,-3.0,False,Tarde
20114,False,3.0,True,Tarde
20115,False,11.0,True,Tarde
20116,False,-4.0,False,Tarde
20117,False,1.0,True,Tarde
20118,False,15.0,False,Tarde
20119,False,15.0,False,Tarde
20120,False,3.0,True,Tarde
20121,False,2.0,True,Tarde
20122,False,3.0,True,Tarde
20123,False,-3.0,False,Tarde
20124,False,1.0,True,Tarde
20125,False,1.0,True,Tarde
20126,False,-3.0,False,Tarde
20127,False,9.0,True,Tarde
20128,False,-4.0,False,Tarde
20129,False,-1.0,False,Tarde
20130,False,-2.0,False,Tarde
20131,False,-3.0,False,Tarde
20132,False,1.0,True,Tarde
20133,False,0.0,False,Tarde
20134,False,4.0,True,Tarde
20135,False,-4.0,False,Tarde
20136,False,0.0,False,Tarde
20137,False,-2.0,False,Tarde
20138,False,65.0,False,Tarde
20139,False,-4.0,False,Tarde
20140,False,-3.0,False,Tarde
20141,False,9.0,True,Tarde
20142,False,-2.0,False,Tarde
20143,False,80.0,False,Tarde
20144,False,4.0,True,Tarde
20145,False,-3.0,False,Tarde
20146,False,6.0,True,Tarde
20147,False,1.0,True,Tarde
20148,False,-1.0,False,Tarde
20149,False,0.0,False,Tarde
20150,False,0.0,False,Tarde
20151,False,3.0,True,Tarde
20152,False,2.0,True,Tarde
20153,False,1.0,True,Mañana
20154,False,7.0,True,Mañana
20155,False,10.0,True,Mañana
20156,False,0.0,False,Mañana
20157,False,-2.0,False,Mañana
20158,False,2.0,True,Mañana
20159,False,4.0,True,Mañana
20160,False,1.0,True,Mañana
20161,False,-2.0,False,Mañana
20162,False,10.0,True,Mañana
20163,False,4.0,True,Mañana
20164,False,5.0,True,Mañana
20165,False,0.0,False,Mañana
20166,False,5.0,True,Mañana
20167,False,1.0,True,Mañana
20168,False,-2.0,False,Mañana
20169,False,2.0,True,Mañana
20170,False,1.0,True,Mañana
20171,False,17.0,False,Mañana
20172,False,1.0,True,Mañana
20173,False,-2.0,False,Mañana
20174,False,4.0,True,Mañana
20175,False,6.0,True,Mañana
20176,False,4.0,True,Mañana
20177,False,2.0,True,Mañana
20178,False,3.0,True,Mañana
20179,False,1.0,True,Mañana
20180,False,0.0,False,Mañana
20181,False,1.0,True,Mañana
20182,False,2.0,True,Mañana
20183,False,3.0,True,Mañana
20184,False,32.0,False,Mañana
20185,False,2.0,True,Mañana
20186,False,8.0,True,Mañana
20187,False,8.0,True,Mañana
20188,False,10.0,True,Mañana
20189,False,-1.0,False,Mañana
20190,False,1.0,True,Mañana
20191,False,25.0,False,Mañana
20192,False,22.0,False,Mañana
20193,False,8.0,True,Mañana
20194,False,6.0,True,Mañana
20195,False,6.0,True,Mañana
20196,False,68.0,False,Mañana
20197,False,4.0,True,Mañana
20198,False,-1.0,False,Tarde
20199,False,9.0,True,Tarde
20200,False,-1.0,False,Mañana
20201,False,8.0,True,Tarde
20202,False,-4.0,False,Noche
20203,False,0.0,False,Mañana
20204,False,6.0,True,Noche
20205,False,0.0,False,Mañana
20206,False,0.0,False,Noche
20207,False,1.0,True,Mañana
20208,False,8.0,True,Noche
20209,False,2.0,True,Tarde
20210,False,-1.0,False,Tarde
20211,False,0.0,False,Tarde
20212,False,-3.0,False,Noche
20213,False,10.0,True,Tarde
20214,False,5.0,True,Tarde
20215,False,5.0,True,Noche
20216,False,15.0,False,Tarde
20217,False,5.0,True,Tarde
20218,False,3.0,True,Noche
20219,False,1.0,True,Tarde
20220,False,17.0,False,Noche
20221,False,18.0,False,Tarde
20222,False,-2.0,False,Noche
20223,False,5.0,True,Tarde
20224,False,2.0,True,Noche
20225,False,4.0,True,Tarde
20226,False,4.0,True,Tarde
20227,False,0.0,False,Noche
20228,False,6.0,True,Tarde
20229,False,-1.0,False,Tarde
20230,False,0.0,False,Noche
20231,False,23.0,False,Noche
20232,False,106.0,False,Tarde
20233,False,20.0,False,Noche
20234,False,-1.0,False,Tarde
20235,False,1.0,True,Noche
20236,False,-1.0,False,Noche
20237,False,-5.0,False,Noche
20238,False,2.0,True,Noche
20239,False,0.0,False,Tarde
20240,False,40.0,False,Tarde
20241,False,-3.0,False,Noche
20242,False,7.0,True,Noche
20243,False,6.0,True,Tarde
20244,False,3.0,True,Noche
20245,False,3.0,True,Noche
20246,False,13.0,True,Noche
20247,False,3.0,True,Tarde
20248,False,-2.0,False,Noche
20249,False,34.0,False,Noche
20250,False,4.0,True,Noche
20251,False,9.0,True,Noche
20252,False,9.0,True,Tarde
20253,False,50.0,False,Noche
20254,False,9.0,True,Noche
20255,False,-1.0,False,Tarde
20256,False,0.0,False,Noche
20257,False,2.0,True,Noche
20258,False,0.0,False,Noche
20259,False,2.0,True,Noche
20260,False,-3.0,False,Noche
20261,False,-2.0,False,Noche
20262,False,3.0,True,Tarde
20263,False,3.0,True,Noche
20264,False,0.0,False,Tarde
20265,False,38.0,False,Noche
20266,False,3.0,True,Noche
20267,False,14.0,True,Mañana
20268,False,8.0,True,Mañana
20269,False,3.0,True,Mañana
20270,False,5.0,True,Mañana
20271,False,3.0,True,Mañana
20272,False,2.0,True,Mañana
20273,False,-1.0,False,Mañana
20274,False,-3.0,False,Mañana
20275,False,-1.0,False,Mañana
20276,False,8.0,True,Mañana
20277,False,2.0,True,Mañana
20278,False,15.0,False,Mañana
20279,False,5.0,True,Mañana
20280,False,0.0,False,Mañana
20281,False,-1.0,False,Mañana
20282,False,0.0,False,Mañana
20283,False,3.0,True,Mañana
20284,False,0.0,False,Mañana
20285,False,0.0,False,Mañana
20286,False,3.0,True,Mañana
20287,False,0.0,False,Mañana
20288,False,10.0,True,Mañana
20289,False,14.0,True,Mañana
20290,False,5.0,True,Mañana
20291,False,1.0,True,Mañana
20292,False,7.0,True,Mañana
20293,False,-1.0,False,Mañana
20294,False,0.0,False,Mañana
20295,False,-1.0,False,Tarde
20296,False,0.0,False,Tarde
20297,False,3.0,True,Tarde
20298,False,-1.0,False,Tarde
20299,False,8.0,True,Tarde
20300,False,0.0,False,Tarde
20301,False,20.0,False,Tarde
20302,False,6.0,True,Tarde
20303,False,10.0,True,Tarde
20304,False,11.0,True,Tarde
20305,False,0.0,False,Tarde
20306,False,5.0,True,Tarde
20307,False,6.0,True,Tarde
20308,False,3.0,True,Tarde
20309,False,-1.0,False,Tarde
20310,False,0.0,False,Tarde
20311,False,-3.0,False,Tarde
20312,False,-4.0,False,Tarde
20313,False,0.0,False,Tarde
20314,False,0.0,False,Tarde
20315,False,2.0,True,Tarde
20316,False,44.0,False,Tarde
20317,False,7.0,True,Tarde
20318,False,0.0,False,Tarde
20319,False,3.0,True,Tarde
20320,False,13.0,True,Tarde
20321,False,5.0,True,Tarde
20322,False,56.0,False,Tarde
20323,False,0.0,False,Tarde
20324,False,0.0,False,Tarde
20325,False,-1.0,False,Tarde
20326,False,12.0,True,Tarde
20327,False,0.0,False,Tarde
20328,False,-1.0,False,Tarde
20329,False,7.0,True,Mañana
20330,False,4.0,True,Tarde
20331,False,23.0,False,Tarde
20332,False,3.0,True,Mañana
20333,False,14.0,True,Mañana
20334,False,5.0,True,Tarde
20335,False,0.0,False,Tarde
20336,False,11.0,True,Tarde
20337,False,0.0,False,Tarde
20338,False,3.0,True,Tarde
20339,False,3.0,True,Mañana
20340,False,6.0,True,Mañana
20341,False,1.0,True,Mañana
20342,False,9.0,True,Mañana
20343,False,7.0,True,Mañana
20344,False,0.0,False,Mañana
20345,False,108.0,False,Mañana
20346,False,2.0,True,Mañana
20347,False,3.0,True,Mañana
20348,False,1.0,True,Mañana
20349,False,1.0,True,Mañana
20350,False,0.0,False,Mañana
20351,False,0.0,False,Mañana
20352,False,1.0,True,Tarde
20353,False,0.0,False,Mañana
20354,False,-1.0,False,Tarde
20355,False,4.0,True,Mañana
20356,False,12.0,True,Tarde
20357,False,3.0,True,Mañana
20358,False,1.0,True,Mañana
20359,False,4.0,True,Mañana
20360,False,10.0,True,Mañana
20361,False,2.0,True,Mañana
20362,False,18.0,False,Mañana
20363,False,6.0,True,Mañana
20364,False,7.0,True,Mañana
20365,False,12.0,True,Mañana
20366,False,8.0,True,Mañana
20367,False,0.0,False,Mañana
20368,False,9.0,True,Mañana
20369,False,10.0,True,Mañana
20370,False,1.0,True,Mañana
20371,False,2.0,True,Mañana
20372,False,2.0,True,Mañana
20373,False,3.0,True,Mañana
20374,False,10.0,True,Mañana
20375,False,1.0,True,Mañana
20376,False,4.0,True,Mañana
20377,False,0.0,False,Mañana
20378,False,2.0,True,Mañana
20379,False,7.0,True,Mañana
20380,False,2.0,True,Mañana
20381,False,1.0,True,Mañana
20382,False,3.0,True,Mañana
20383,False,0.0,False,Mañana
20384,False,0.0,False,Mañana
20385,False,6.0,True,Mañana
20386,False,13.0,True,Mañana
20387,False,14.0,True,Mañana
20388,False,5.0,True,Tarde
20389,False,10.0,True,Mañana
20390,False,2.0,True,Mañana
20391,False,1.0,True,Tarde
20392,False,3.0,True,Mañana
20393,False,1.0,True,Mañana
20394,False,27.0,False,Mañana
20395,False,7.0,True,Mañana
20396,False,4.0,True,Mañana
20397,False,3.0,True,Mañana
20398,False,-3.0,False,Mañana
20399,False,25.0,False,Tarde
20400,False,4.0,True,Mañana
20401,False,5.0,True,Mañana
20402,False,59.0,False,Mañana
20403,False,13.0,True,Tarde
20404,False,8.0,True,Mañana
20405,False,3.0,True,Mañana
20406,False,1.0,True,Tarde
20407,False,3.0,True,Tarde
20408,False,11.0,True,Tarde
20409,False,-5.0,False,Tarde
20410,False,2.0,True,Tarde
20411,False,14.0,True,Tarde
20412,False,6.0,True,Tarde
20413,False,4.0,True,Tarde
20414,False,11.0,True,Tarde
20415,False,6.0,True,Tarde
20416,False,3.0,True,Tarde
20417,False,14.0,True,Tarde
20418,False,11.0,True,Tarde
20419,False,1.0,True,Tarde
20420,False,-2.0,False,Tarde
20421,False,1.0,True,Tarde
20422,False,-1.0,False,Tarde
20423,False,2.0,True,Tarde
20424,False,-1.0,False,Tarde
20425,False,15.0,False,Tarde
20426,False,13.0,True,Tarde
20427,False,1.0,True,Tarde
20428,False,8.0,True,Tarde
20429,False,8.0,True,Tarde
20430,False,1.0,True,Tarde
20431,False,7.0,True,Tarde
20432,False,8.0,True,Tarde
20433,False,10.0,True,Tarde
20434,False,21.0,False,Tarde
20435,False,11.0,True,Tarde
20436,False,6.0,True,Noche
20437,False,8.0,True,Noche
20438,False,-1.0,False,Noche
20439,False,5.0,True,Noche
20440,False,10.0,True,Noche
20441,False,1.0,True,Noche
20442,False,4.0,True,Noche
20443,False,3.0,True,Noche
20444,False,1.0,True,Noche
20445,False,11.0,True,Noche
20446,False,1.0,True,Noche
20447,False,2.0,True,Noche
20448,False,6.0,True,Noche
20449,False,0.0,False,Noche
20450,False,-4.0,False,Noche
20451,False,9.0,True,Noche
20452,False,11.0,True,Mañana
20453,False,9.0,True,Mañana
20454,False,3.0,True,Mañana
20455,False,-2.0,False,Mañana
20456,False,7.0,True,Mañana
20457,False,5.0,True,Mañana
20458,False,18.0,False,Mañana
20459,False,14.0,True,Mañana
20460,False,-1.0,False,Mañana
20461,False,2.0,True,Mañana
20462,False,7.0,True,Mañana
20463,False,1.0,True,Mañana
20464,False,0.0,False,Mañana
20465,False,9.0,True,Mañana
20466,False,0.0,False,Mañana
20467,False,1.0,True,Mañana
20468,False,13.0,True,Mañana
20469,False,0.0,False,Mañana
20470,False,8.0,True,Mañana
20471,False,15.0,False,Mañana
20472,False,12.0,True,Mañana
20473,False,27.0,False,Mañana
20474,False,8.0,True,Mañana
20475,False,28.0,False,Mañana
20476,False,30.0,False,Mañana
20477,False,9.0,True,Mañana
20478,False,-1.0,False,Mañana
20479,False,-3.0,False,Mañana
20480,False,4.0,True,Mañana
20481,False,0.0,False,Mañana
20482,False,3.0,True,Mañana
20483,False,-1.0,False,Mañana
20484,False,4.0,True,Mañana
20485,False,-1.0,False,Mañana
20486,False,-3.0,False,Mañana
20487,False,0.0,False,Mañana
20488,False,-2.0,False,Mañana
20489,False,0.0,False,Mañana
20490,False,9.0,True,Mañana
20491,False,10.0,True,Mañana
20492,False,1.0,True,Mañana
20493,False,54.0,False,Mañana
20494,False,6.0,True,Mañana
20495,False,10.0,True,Mañana
20496,False,-1.0,False,Mañana
20497,False,-3.0,False,Mañana
20498,False,-1.0,False,Mañana
20499,False,-3.0,False,Mañana
20500,False,5.0,True,Mañana
20501,False,29.0,False,Mañana
20502,False,9.0,True,Mañana
20503,False,3.0,True,Mañana
20504,False,3.0,True,Mañana
20505,False,1.0,True,Mañana
20506,False,10.0,True,Mañana
20507,False,-5.0,False,Mañana
20508,False,-1.0,False,Tarde
20509,False,4.0,True,Tarde
20510,False,1.0,True,Tarde
20511,False,-5.0,False,Tarde
20512,False,-1.0,False,Tarde
20513,False,15.0,False,Tarde
20514,False,0.0,False,Tarde
20515,False,15.0,False,Tarde
